"mine_basin","HYBAS_ID","distance","downstream"
"1120085171",1120084880,32817.334275593,1
"1120085210",1120084880,24103.0091683045,1
"1120085000",1120084960,9927.03944819364,1
"1120085020",1120084960,11108.3277613463,1
"1120085171",1120084960,26771.5199798207,1
"1120085210",1120084960,20408.1605237654,1
"1120084960",1120085000,9927.03944819364,0
"1120084960",1120085020,11108.3277613463,0
"1120085171",1120085020,19512.8927702112,1
"1120085210",1120085020,9514.26259679175,1
"1120085020",1120085171,19512.8927702112,0
"1120085171",1120085171,0,0
"1120085171",1120085172,4235.5649699889,0
"1120085020",1120085210,9514.26259679175,0
"1120085210",1120085210,0,0
"1120086450",1120085600,41122.8694458788,1
"1120086860",1120085600,44002.5260712799,1
"1120087090",1120085600,38639.8382029316,1
"1120087300",1120085600,38439.542563813,1
"1121662590",1120085600,47939.0576131792,1
"1120086450",1120085830,36009.4231680329,1
"1120086860",1120085830,40783.6201331159,1
"1120087090",1120085830,41248.4461082229,1
"1120087300",1120085830,43437.6290735531,1
"1121662590",1120085830,52831.6368496188,1
"1120086450",1120086010,35856.1501969875,1
"1120086860",1120086010,34624.3703279203,1
"1120087090",1120086010,24732.9964326166,1
"1120087300",1120086010,27077.0655940779,1
"1121662590",1120086010,36279.0080501305,1
"1120086450",1120086450,0,0
"1120086450",1120086520,26275.9520588679,1
"1120086860",1120086520,24577.8567679915,1
"1120087090",1120086520,23472.064886706,1
"1120087300",1120086520,31379.7506311467,1
"1121662590",1120086520,39548.6860090404,1
"1120086450",1120086670,24948.7612309964,1
"1120086860",1120086670,21311.886725846,1
"1120086450",1120086710,21077.9892203091,1
"1120086860",1120086710,18330.2523153857,1
"1120087090",1120086720,13512.527044283,1
"1120087300",1120086720,25134.2032934575,1
"1121662590",1120086720,31760.9657925688,1
"1120086450",1120086800,15191.9957303165,1
"1120086860",1120086830,13943.1134795739,1
"1120086860",1120087030,13725.6161614246,0
"1120086860",1120087040,17254.6044232785,0
"1120087300",1120087090,15658.2941442403,1
"1121662590",1120087090,19516.6065914244,1
"1120087090",1120087300,15658.2941442403,0
"1120087300",1120087300,0,0
"1121662590",1120087300,9505.31957677115,1
"1120087090",1120087340,10681.4062017597,0
"1121662590",1120088020,8400.86475758869,0
"1121662590",1120088030,12494.273362153,0
"1120097490",1120093970,51627.6855140488,1
"1120097490",1120094001,50462.9496832561,1
"1120097490",1120094002,48905.4871033266,1
"1120097490",1120094330,32337.0005762552,1
"1120097490",1120095390,30291.9248404522,1
"1120097490",1120095900,31704.1494921332,1
"1120100100",1120096261,85670.3214528685,1
"1120100100",1120096262,77494.7567084356,1
"1121666360",1120096510,21685.2028081079,1
"1120100100",1120096550,75140.5264053113,1
"1121666360",1120096790,40427.4742610724,1
"1120097490",1120096940,25852.7211848078,1
"1120097540",1120097540,0,0
"1120097970",1120097540,12016.2340370657,0
"1120097970",1120097600,10100.4342908671,0
"1120100100",1120097690,61322.8968513607,1
"1120097540",1120097970,12016.2340370657,1
"1120097600",1120097970,10100.4342908671,1
"1120100970",1120097970,14539.2631883879,0
"1120100970",1120097980,17079.7765562388,0
"1121666680",1120098170,30342.9829584035,1
"1120098790",1120098790,0,0
"1121667820",1120098790,12772.9736573486,0
"1121667820",1120098800,9395.22280726041,0
"1120100100",1120099980,20511.9246395598,1
"1120100100",1120100230,38236.9131626484,1
"1120098790",1120100410,17394.2638459723,1
"1120100410",1120100410,0,0
"1121667820",1120100410,11082.2809936056,1
"1120098790",1120100630,31448.6371678836,1
"1120100410",1120100630,14779.6480039133,1
"1121667820",1120100630,21086.506381761,1
"1121666680",1120100850,46335.6214026009,1
"1120097540",1120100970,26516.7861323461,1
"1120097600",1120100970,20784.4277999232,1
"1120097970",1120100970,14539.2631883879,1
"1121666680",1120101070,53673.9279667167,1
"1120098790",1120101080,35228.6961873539,1
"1120100410",1120101080,17926.456644834,1
"1121667820",1120101080,25878.4479163972,1
"1120097540",1120101150,50378.4238358575,1
"1120097600",1120101150,39253.9693062084,1
"1120097970",1120101150,44858.7041311821,1
"1120098790",1120101150,65347.3425537233,1
"1120100410",1120101150,49614.1683552003,1
"1120100970",1120101150,40409.5626510518,1
"1121667820",1120101150,60255.946646379,1
"1120097540",1120101260,52281.9065468536,1
"1120097600",1120101260,41141.4745368317,1
"1120097970",1120101260,45016.2903560237,1
"1120098790",1120101260,62350.0658689418,1
"1120100410",1120101260,45748.8394995455,1
"1120100970",1120101260,37948.9672958171,1
"1121667820",1120101260,55866.4763610353,1
"1121666360",1120101950,91041.3597190974,1
"1121666360",1120101980,104607.940202389,1
"1121666360",1120101990,97593.3303123762,1
"1121666360",1120102360,97037.2842280745,1
"1121666360",1120102460,101497.332450449,1
"1120107350",1120102611,48866.8018325357,1
"1121668841",1120102611,11489.4094860968,1
"1120107350",1120102612,45654.3335787341,1
"1121668841",1120102612,13588.1418065986,1
"1120107350",1120104830,34910.0807562136,1
"1120107350",1120105060,28266.2113469108,1
"1120107350",1120105580,19008.5849665162,1
"1120107350",1120107260,9913.62351145643,1
"1120107350",1120107350,0,0
"1120112700",1120109341,50269.3314104688,1
"1120112700",1120109342,46273.7108530479,1
"1120112700",1120110670,35807.4580504764,1
"1120112700",1120111910,9672.60161230226,1
"1120113840",1120112630,16663.6992117307,0
"1120113840",1120112660,12907.1108505168,0
"1120112700",1120113260,15005.3027000886,0
"1120112700",1120113270,11707.0359746215,0
"1120121540",1120113300,77642.2068930413,1
"1121675750",1120113300,66307.9873559668,1
"1121676620",1120113300,75616.368159259,1
"1120121540",1120113950,69803.6666365113,1
"1120122460",1120113950,84101.2890935972,1
"1121675750",1120113950,58433.1085699273,1
"1121676620",1120113950,68399.5322210648,1
"1120121540",1120114100,66464.4226779279,1
"1120122460",1120114100,81317.8018353199,1
"1121675750",1120114100,55030.880221822,1
"1121676620",1120114100,65747.7904960074,1
"1120113840",1120114360,13889.8624995955,1
"1120121540",1120114830,55179.8841065534,1
"1120122460",1120114830,70572.7457674321,1
"1121675750",1120114830,43738.4809381073,1
"1121676620",1120114830,55253.9032242709,1
"1120113840",1120115090,17344.7619357258,1
"1121673430",1120115310,19697.9198101873,1
"1120115560",1120115560,0,0
"1121673630",1120115560,13771.6864143219,1
"1120113840",1120115570,24471.1494088843,1
"1120113840",1120116270,46955.6910117824,1
"1120121540",1120116650,44512.0406570656,1
"1120122460",1120116650,60535.7166221721,1
"1121675750",1120116650,33068.8168585717,1
"1121676620",1120116650,45604.3671670804,1
"1120113840",1120116810,53988.4969618056,1
"1121673620",1120116820,12698.8259500168,1
"1121673620",1120116830,26331.0006291063,1
"1120121540",1120116930,32007.4369786676,1
"1120122460",1120116930,49565.5863406669,1
"1121675750",1120116930,20483.1589634531,1
"1121676620",1120116930,35695.3516033587,1
"1120113840",1120117120,64729.575323772,1
"1120113840",1120117160,71248.4401260655,1
"1121673430",1120117890,48454.3135165204,1
"1120115550",1120118421,60744.7502016674,1
"1120115560",1120118421,62588.3460870088,1
"1121673630",1120118421,76359.2059127016,1
"1120115550",1120118422,58081.1589672601,1
"1120115560",1120118422,60110.4830032574,1
"1121673630",1120118422,73874.1107637493,1
"1120115550",1120118440,20278.1434482811,1
"1120115560",1120118440,18421.1916685332,1
"1121673630",1120118440,31841.0532369604,1
"1120118450",1120118450,0,0
"1121674300",1120118450,16749.3576844371,1
"1121673430",1120118660,57654.7153945952,1
"1120115550",1120118741,65310.5412985745,1
"1120115560",1120118741,66156.4430565039,1
"1121673630",1120118741,79853.151532219,1
"1120115550",1120118742,53672.7841965154,1
"1120115560",1120118742,54927.2590059879,1
"1121673630",1120118742,68684.1642238835,1
"1120115550",1120119451,61482.4986357362,1
"1120115560",1120119451,61547.5814059708,1
"1121673630",1120119451,75080.7005110864,1
"1120115550",1120119452,55307.6561251414,1
"1120115560",1120119452,55362.9995981212,1
