cluster,region,district,distype,subdist,ea,locality,eacode,v9,dist_new,latitude,longitude
725,6,14,3,10,11,1,614310011,KMA   -  Bantama,614,6.7093601,-1.63227
155,2,5,1,0,121,1,205100121,Ajumanku / Enyan / Essiam,205,5.3983302,-.98400003
512,5,3,2,0,54,10,503200054,West Akim,503,5.7937598,-.48536301
392,4,2,2,0,190,22,402200190,Keta Municipal,402,6.02561,.987113
598,5,16,1,0,78,1,516100078,Birim North,516,6.4301701,-.99376398
144,2,4,2,0,69,6,204200069,Mfantsiman,204,5.2701001,-1.0172499
383,4,1,1,0,89,1,401100089,South Tongu,401,6.0655398,.73962599
410,4,5,1,0,58,6,405100058,Akatsi,405,6.1258898,.797885
62,1,8,2,0,192,30,108200192,Tarkwa Nsuaem,108,5.3239002,-1.9782799
28,1,5,3,1,133,1,105301133,Sekondi-Takoradi  -  Kwesimintsim,105,4.9296598,-1.78772
500,5,1,1,0,99,10,501100099,Birim South,501,5.8783498,-.90667301
376,3,9,1,0,181,1,309100181,Dangbe West,309,6.1024899,.24139699
793,7,4,2,0,103,1,704200103,Dormaa Municipal,704,7.22507,-2.7820699
280,3,4,3,1,80,1,304301080,AMA  -  Ablekuma South,304,5.5201001,-.279452
42,1,5,3,4,51,10,105304051,Sekondi-Takoradi  - Essikadu  -Ketan,105,4.9563999,-1.73341
926,8,9,1,0,38,3,809100038,Zabzugu Tatali,809,9.08076,.27039501
702,6,14,3,5,269,17,614305269,KMA  -  Oforikrom,614,6.6897602,-1.57328
829,7,12,1,0,43,1,712100043,Jaman North,712,7.8317599,-2.7119
388,4,2,2,0,94,12,402200094,Keta Municipal,402,5.83848,.97553498
286,3,4,3,1,299,12,304301299,AMA  -  Ablekuma South,304,5.5598998,-.26921701
373,3,9,1,0,47,6,309100047,Dangbe West,309,5.74929,.18637501
436,4,8,2,0,279,22,408200279,Ho,408,6.6001201,.314394
1093,9,9,2,0,167,1,909200167,Bawku Municipal,909,10.99,-1.11427
1094,9,9,2,0,184,1,909200184,Bawku Municipal,909,11.0164,-.310105
126,2,1,2,0,177,29,201200177,Komenda / Edina / Eguafo / Abirem,201,5.1595502,-1.43012
1150,10,5,1,0,81,1,1005100081,Nadowli,1005,10.3022,-2.76351
530,5,5,2,0,64,2,505200064,Akwapim South,505,5.77841,-.32998601
990,8,18,1,0,137,13,818100137,Bunkpurugu Yonyo,818,10.557,.050193999
302,3,4,3,4,101,6,304304101,AMA  - Osu Klotey,304,5.56844,-.20452499
962,8,12,1,0,183,26,812100183,Tolon Kumbugu,812,9.5476999,-1.11365
94,1,13,1,0,72,1,113100072,Sefwi Akontobra,113,6.1151199,-2.9143901
201,2,11,2,0,172,1,211200172,Agona West,211,5.6663198,-.77211702
792,7,4,2,0,68,7,704200068,Dormaa Municipal,704,7.0908599,-3.0192699
898,8,3,1,0,94,1,803100094,West Gonja,803,9.6793604,-1.37807
1196,10,9,1,0,133,14,1009100133,Lawra,1009,10.8225,-2.8339901
269,3,3,2,0,102,2,303200102,Ga East,303,5.6504502,-.23239
557,5,9,1,0,76,6,509100076,Lower Manya Krobo,509,6.1575699,.013417
714,6,14,3,7,175,6,614307175,KMA   -  Manhyia,614,6.72645,-1.5936199
437,4,8,2,0,313,1,408200313,Ho,408,6.6718602,.57804602
366,3,8,3,2,112,3,308302112,Tema East,308,5.6449099,.00111
924,8,8,1,0,169,22,808100169,Nanumba North,808,9.1111803,.00063199998
368,3,8,3,2,185,6,308302185,Tema East,308,5.67064,-.01219
61,1,8,2,0,179,24,108200179,Tarkwa Nsuaem,108,5.31216,-1.9856499
578,5,13,2,0,177,22,513200177,East Akim,513,6.2200699,-.368108
261,3,2,2,0,204,13,302200204,Ga West,302,5.63868,-.27871701
760,6,23,1,0,49,1,623100049,Sekyere East,623,6.8245001,-1.34366
995,8,19,1,0,121,1,819100121,East Mamprusi,819,10.4989,-.294283
550,5,8,1,0,46,3,508100046,Yilo Krobo,508,6.1084199,-.016843
573,5,13,2,0,19,5,513200019,East Akim,513,6.1140099,-.48969999
761,6,23,1,0,63,15,623100063,Sekyere East,623,6.8418198,-1.38684
1143,10,4,1,0,85,18,1004100085,Sissala East,1004,10.8893,-1.9849499
778,7,1,1,0,175,11,701100175,Asunafo South,701,6.7291198,-2.43436
114,1,16,1,0,154,23,116100154,Juabeso,116,6.42519,-2.9323299
217,2,14,2,0,70,6,214200070,Assin North,214,5.7024999,-1.28423
354,3,7,2,0,100,1,307200100,Ashaiman,307,5.6963701,-.027620999
317,3,4,3,7,125,5,304307125,AMA  - Ayawaso Central,304,5.5954499,-.20974
899,8,4,1,0,4,1,804100004,Gonja Central,804,8.7481003,-1.66146
357,3,7,2,0,209,1,307200209,Ashaiman,307,5.6884899,-.034189999
199,2,11,2,0,112,1,211200112,Agona West,211,5.5230298,-.68145001
202,2,12,1,0,25,1,212100025,Asikuma / Odoben  / Brakwa,212,5.5890198,-.90771699
661,6,10,2,0,98,6,610200098,Asante Akim North,610,6.6533298,-1.1756901
841,7,14,2,0,100,9,714200100,Wenchi,714,7.8095798,-2.1012399
382,4,1,1,0,55,1,401100055,South Tongu,401,5.9817801,.67291802
47,1,6,1,0,39,5,106100039,Shama,106,5.0114298,-1.62907
196,2,11,2,0,52,3,211200052,Agona West,211,5.5309501,-.69823301
468,4,13,1,0,21,1,413100021,Jasikan,413,7.3201399,.587138
1015,9,2,1,0,20,1,902100020,Kasena Nankana West,902,10.8387,-1.19402
831,7,12,1,0,105,1,712100105,Jaman North,712,7.9295802,-2.71242
746,6,19,1,0,83,1,619100083,Afigya Kwabre,619,6.8027601,-1.59182
1016,9,2,1,0,38,1,902100038,Kasena Nankana West,902,10.9543,-1.32699
385,4,1,1,0,138,13,401100138,South Tongu,401,6.0022898,.596452
796,7,4,2,0,186,26,704200186,Dormaa Municipal,704,7.2867298,-2.87077
420,4,6,1,0,193,21,406100193,North Tongu,406,6.2367802,.55127698
979,8,15,1,0,121,1,815100121,Gushiegu,815,10.0816,-.171975
554,5,8,1,0,185,1,508100185,Yilo Krobo,508,6.2896199,-.33362499
349,3,6,2,0,206,3,306200206,Ledzokuku / Krowor,306,5.6027298,-.085483
416,4,6,1,0,53,6,406100053,North Tongu,406,6.0784798,.43173
505,5,2,2,0,96,11,502200096,Birim  Central Municipal,502,5.94279,-.82856899
891,8,2,1,0,18,1,802100018,Sawla / Tuna / Kalba,802,9.2660999,-2.40186
646,6,6,1,0,15,1,606100015,Adansi North,606,6.1078401,-1.44572
932,8,10,2,0,84,11,810200084,Yendi,810,9.3146601,-.098907001
371,3,8,3,3,94,8,308303094,Kpone Katamanso,308,5.7115402,-.059560001
411,4,5,1,0,83,6,405100083,Akatsi,405,6.1187601,.80506098
29,1,5,3,1,157,6,105301157,Sekondi-Takoradi  -  Kwesimintsim,105,4.9197202,-1.76149
766,6,25,1,0,16,2,625100016,Sekyere Central,625,6.9850602,-1.355
976,8,15,1,0,33,6,815100033,Gushiegu,815,9.7714195,-.27403
274,3,3,2,0,298,7,303200298,Ga East,303,5.6803799,-.16555201
881,7,21,1,0,40,8,721100040,Kintampo South,721,7.8894501,-1.86373
348,3,6,2,0,170,2,306200170,Ledzokuku / Krowor,306,5.6028299,-.120483
68,1,9,1,0,164,1,109100164,Prestea / Huni Valley,109,5.5022001,-1.8798
476,4,15,1,0,67,1,415100058,Krachi East,415,7.68398,.26333901
270,3,3,2,0,152,7,303200152,Ga East,303,5.67135,-.18694299
339,3,5,2,0,86,8,305200086,Adenta,305,5.6909099,-.13288499
965,8,13,1,0,8,1,813100008,Savelugu Nanton,813,9.5093498,-.70330501
814,7,8,2,0,149,1,708200149,Sunyani Municipal,708,7.33532,-2.3248701
832,7,12,1,0,107,21,712100107,Jaman North,712,7.9454098,-2.6960399
699,6,14,3,5,145,15,614305145,KMA  -  Oforikrom,614,6.6794901,-1.58427
337,3,5,2,0,39,6,305200039,Adenta,305,5.66605,-.14434201
117,1,17,1,0,81,11,117100081,Bia,117,6.6711702,-3.10465
537,5,6,1,0,76,7,506100076,Akwapim North,506,5.9738202,-.086630002
1028,9,3,1,0,125,1,903100125,Kasena Nankana East,903,10.9797,-1.02247
453,4,11,2,0,84,17,411200084,Hohoe,411,7.428,.40598601
968,8,13,1,0,91,8,813100091,Savelugu Nanton,813,9.5794296,-.83314002
747,6,19,1,0,151,24,619100151,Afigya Kwabre,619,6.8481598,-1.5495501
1055,9,6,1,0,1,1,906100001,Bongo,906,10.8504,-.84317398
334,3,4,3,10,216,10,304310216,AMA  -  Okai Koi North,304,5.63592,-.219917
113,1,16,1,0,112,1,116100112,Juabeso,116,6.3681202,-2.7195101
253,3,1,2,0,607,20,301200607,Weija (Ga South),301,5.62815,-.32528299
273,3,3,2,0,261,7,303200261,Ga East,303,5.6830602,-.156363
879,7,20,1,0,170,21,720100170,Pru,720,8.1228199,-.77355599
914,8,6,1,0,146,1,806100146,Kpandai,806,8.4725103,.022125
827,7,11,1,0,115,22,711100115,Jaman South,711,7.6707301,-2.76776
441,4,9,1,0,7,2,409100007,South Dayi,409,6.5397201,.23339
775,7,1,1,0,74,1,701100074,Asunafo South,701,6.5827498,-2.58483
352,3,7,2,0,27,1,307200027,Ashaiman,307,5.69168,-.02407
1085,9,9,2,0,11,3,909200011,Bawku Municipal,909,10.9628,-.163133
607,5,18,2,0,80,5,518200080,Kwahu West,518,6.5489998,-.76409501
350,3,6,2,0,243,2,306200243,Ledzokuku / Krowor,306,5.5876002,-.120167
916,8,7,1,0,26,1,807100026,Nanumba South,807,8.6304102,.057758
3,1,1,1,0,65,10,101100065,Jomoro,101,5.0211101,-2.72471
865,7,18,1,0,87,11,718100087,Atebubu Amantin,718,7.7485499,-.992311
301,3,4,3,4,65,5,304304065,AMA  - Osu Klotey,304,5.5555601,-.21433
875,7,20,1,0,57,7,720100057,Pru,720,7.9604402,-1.3180799
498,5,1,1,0,16,2,501100016,Birim South,501,5.85355,-.91233897
873,7,19,1,0,173,1,719100173,Sene,719,8.0042496,-.34745601
159,2,6,1,0,32,3,206100032,Gomoa West,206,5.2683702,-.75919998
394,4,3,1,0,48,6,403100048,Ketu South,403,6.09865,1.14501
203,2,12,1,0,27,5,212100027,Asikuma / Odoben  / Brakwa,212,5.5855198,-.99316698
971,8,13,1,0,203,27,813100203,Savelugu Nanton,813,9.8705502,-.87524599
313,3,4,3,6,175,4,304306175,AMA  - Ayawaso East,304,5.5973501,-.19266701
249,3,1,2,0,461,18,301200461,Weija (Ga South),301,5.57974,-.30983999
412,4,5,1,0,120,1,405100120,Akatsi,405,6.6136298,.48680601
1170,10,6,1,0,141,1,1006100141,Jirapa,1006,10.5947,-2.78072
755,6,21,1,0,110,14,621100110,Sekyere South,621,7.0349102,-1.49104
71,1,10,1,0,30,3,110100030,Wassa Amenfi East,110,5.6847601,-2.02562
713,6,14,3,7,135,3,614307135,KMA   -  Manhyia,614,6.7090402,-1.61292
292,3,4,3,2,213,6,304302213,AMA  - Ablekuma Central,304,5.5511498,-.24143299
1,1,1,1,0,27,6,101100027,Jomoro,101,5.0528798,-2.87782
1124,10,2,2,0,96,10,1002200096,Wa Municipal,1002,10.0673,-2.5022299
53,1,7,1,0,104,1,107100104,Mpohor-Wassa East,107,5.2343102,-1.45007
928,8,9,1,0,89,10,809100089,Zabzugu Tatali,809,9.2955503,.373364
310,3,4,3,6,66,3,304306066,AMA  - Ayawaso East,304,5.5824199,-.20417
1175,10,7,1,0,49,12,1007100049,Sissala West,1007,10.9754,-2.21279
1198,10,9,1,0,149,17,1009100149,Lawra,1009,10.8573,-2.76214
722,6,14,3,9,41,2,614309041,KMA   - Suame,614,6.7374902,-1.6371
16,1,3,2,0,94,1,103200094,Nzema East,103,5.2778802,-2.2042799
993,8,19,1,0,50,9,819100050,East Mamprusi,819,10.4016,-.56166798
951,8,11,3,3,22,3,811303022,Tamale North,811,9.3924503,-.84368998
450,4,11,2,0,10,1,411200010,Hohoe,411,7.3039198,.31919199
757,6,22,2,0,55,8,622200055,Mampong Municipal,622,7.0590901,-1.3919801
238,3,1,2,0,47,5,301200047,Weija (Ga South),301,5.5441198,-.37042001
892,8,2,1,0,33,1,802100033,Sawla / Tuna / Kalba,802,9.3213997,-2.62802
919,8,8,1,0,12,3,808100012,Nanumba North,808,8.6582899,-.215983
800,7,5,1,0,72,2,705100072,Dormaa East,705,7.3063402,-2.69736
626,6,1,1,0,26,6,601100026,Atwima Mponua,601,6.5037699,-2.24353
1103,9,9,2,0,322,1,909200322,Bawku Municipal,909,11.084,-.220476
1095,9,9,2,0,203,1,909200203,Bawku Municipal,909,11.0696,-.34074101
717,6,14,3,8,71,3,614308071,KMA     -  Old Tafo,614,6.7185602,-1.6012501
558,5,10,1,0,8,2,510100008,Asuogyaman,510,6.2064099,.088147998
901,8,4,1,0,53,9,804100053,Gonja Central,804,8.7480602,-1.10817
909,8,5,1,0,205,30,805100205,East Gonja,805,9.1136599,-.55115902
1079,9,8,1,0,139,1,908100139,Garu Tempane,908,10.8949,-.055828001
102,1,14,1,0,218,32,114100218,Sefwi Wiawso,114,6.4221802,-2.71088
184,2,9,2,0,116,3,209200116,Awutu Senya,209,5.5269699,-.42918801
44,1,5,3,4,100,8,105304100,Sekondi-Takoradi  - Essikadu  -Ketan,105,4.9640598,-1.72364
275,3,3,2,0,334,9,303200334,Ga East,303,5.6852899,-.18276399
758,6,22,2,0,86,9,622200086,Mampong Municipal,622,7.0272999,-1.45095
430,4,8,2,0,138,19,408200138,Ho,408,7.0124302,.317027
949,8,11,3,2,187,16,811302187,Tamale Central,811,9.4676504,-.85272002
284,3,4,3,1,226,5,304301226,AMA  -  Ablekuma South,304,5.5335302,-.238717
333,3,4,3,10,174,5,304310174,AMA  -  Okai Koi North,304,5.6118698,-.25015
546,5,7,2,0,167,1,507200167,New Juaben Municipal,507,6.07476,-.239226
268,3,3,2,0,66,1,303200066,Ga East,303,5.6813898,-.25791001
59,1,8,2,0,110,23,108200110,Tarkwa Nsuaem,108,5.2946501,-1.9322799
